회차,추첨일,1등 당첨자수,1등 당첨금액,2등 당첨자수,2등 당첨금액,3등 당첨자수,3등 당첨금액,4등 당첨자수,4등 당첨금액,5등 당첨자수,53등 당첨금액,1번,2번,3번,4번,5번,6번,보너스
276,2008.03.15,3,"3,312,569,000원",31,"53,428,533원",1161,"1,426,602원",59894,"55,308원",944192,"5,000원",4,15,21,33,39,41,25
275,2008.03.08,1,"10,044,066,900원",19,"88,105,850원",991,"1,689,215원",51657,"64,813원",884959,"5,000원",14,19,20,35,38,40,26
274,2008.03.01,4,"2,505,085,575원",37,"45,136,678원",1254,"1,331,784원",57315,"58,277원",923057,"5,000원",13,14,15,26,35,39,25
273,2008.02.23,3,"3,339,543,100원",21,"79,512,931원",1096,"1,523,515원",56192,"59,431원",942078,"5,000원",1,8,24,31,34,44,6
272,2008.02.16,9,"1,104,622,800원",39,"42,485,493원",1370,"1,209,442원",63219,"52,419원",1017199,"5,000원",7,9,12,27,39,43,28
271,2008.02.09,6,"1,565,918,150원",28,"55,925,649원",1256,"1,246,751원",59418,"52,709원",956127,"5,000원",3,8,9,27,29,40,36
270,2008.02.02,5,"1,927,830,060원",32,"50,203,908원",1242,"1,293,499원",59807,"53,724원",971485,"5,000원",5,9,12,20,21,26,27
269,2008.01.26,5,"1,961,399,940원",22,"74,295,453원",1014,"1,611,933원",50514,"64,715원",866762,"5,000원",5,18,20,36,42,43,32
268,2008.01.19,7,"1,350,954,515원",35,"45,031,818원",1362,"1,157,206원",61857,"50,960원",969153,"5,000원",3,10,19,24,32,45,12
267,2008.01.12,3,"3,257,663,300원",28,"58,172,559원",1141,"1,427,548원",55101,"59,122원",925922,"5,000원",7,8,24,34,36,41,1
266,2008.01.05,3,"3,207,211,700원",36,"44,544,607원",1194,"1,343,054원",58820,"54,526원",986495,"5,000원",3,4,9,11,22,42,37
265,2007.12.29,8,"1,200,838,575원",19,"84,269,374원",1010,"1,585,266원",52966,"60,459원",889156,"5,000원",5,9,34,37,38,39,12
264,2007.12.22,7,"1,344,889,200원",27,"58,112,497원",1047,"1,498,604원",50096,"62,642원",840243,"5,000원",9,16,27,36,41,44,5
263,2007.12.15,6,"1,551,704,900원",27,"57,470,552원",937,"1,656,036원",50490,"61,466원",864303,"5,000원",1,27,28,32,37,40,18
262,2007.12.08,2,"4,518,741,600원",21,"71,726,058원",1106,"1,361,888원",54807,"54,966원",910729,"5,000원",9,12,24,25,29,31,36
261,2007.12.01,3,"3,192,299,100원",32,"49,879,674원",1104,"1,445,788원",56285,"56,717원",929205,"5,000원",6,11,16,18,31,43,2
260,2007.11.24,4,"2,310,085,575원",26,"59,232,964원",1284,"1,199,422원",58258,"52,871원",933907,"5,000원",7,12,15,24,37,40,43
259,2007.11.17,2,"4,838,533,500원",25,"64,513,780원",1030,"1,565,869원",50402,"64,000원",864868,"5,000원",4,5,14,35,42,45,34
258,2007.11.10,4,"2,426,434,350원",28,"57,772,247원",1724,"938,297원",54638,"59,213원",901197,"5,000원",14,27,30,31,38,40,17
257,2007.11.03,4,"2,391,377,025원",18,"88,569,520원",1233,"1,292,986원",57977,"54,996원",954861,"5,000원",6,13,27,31,32,37,4
256,2007.10.27,2,"4,891,017,000원",34,"47,951,148원",1192,"1,367,735원",56975,"57,230원",938980,"5,000원",4,11,14,21,23,43,32
255,2007.10.20,6,"1,598,618,550원",13,"122,970,658원",1054,"1,516,716원",55422,"57,689원",945297,"5,000원",1,5,6,24,27,42,32
254,2007.10.13,1,"9,741,015,900원",33,"49,197,050원",1225,"1,325,309원",59196,"54,852원",978906,"5,000원",1,5,19,20,24,30,27
253,2007.10.06,4,"2,466,189,525원",20,"82,206,318원",1169,"1,406,439원",57084,"57,604원",942682,"5,000원",8,19,25,31,34,36,33
252,2007.09.29,7,"1,391,089,715원",24,"67,622,417원",1087,"1,493,044원",51895,"62,547원",874916,"5,000원",14,23,26,31,39,45,28
251,2007.09.22,8,"1,282,616,400원",40,"42,753,880원",1242,"1,376,937원",62015,"55,153원",1028991,"5,000원",6,7,19,25,28,38,45
250,2007.09.15,5,"1,994,726,280원",17,"97,780,700원",1051,"1,581,610원",51328,"64,771원",887737,"5,000원",19,23,30,37,43,45,38
249,2007.09.08,6,"1,663,568,700원",29,"57,364,438원",1169,"1,423,070원",56034,"59,378원",926776,"5,000원",3,8,27,31,41,44,11
248,2007.09.01,8,"1,227,479,363원",23,"71,158,224원",1155,"1,417,004원",58847,"55,624원",961562,"5,000원",3,8,17,23,38,45,13
247,2007.08.25,6,"1,669,313,900원",29,"57,562,549원",1019,"1,638,189원",52284,"63,856원",884542,"5,000원",12,15,28,36,39,40,13
246,2007.08.18,5,"1,911,774,240원",26,"61,274,816원",1294,"1,231,179원",59600,"53,462원",959025,"5,000원",13,18,21,23,26,39,15
245,2007.08.11,7,"1,382,583,129원",35,"46,086,105원",1092,"1,477,119원",57445,"56,159원",959435,"5,000원",9,11,27,31,32,38,22
244,2007.08.04,1,"9,121,583,100원",25,"60,810,554원",1096,"1,387,103원",54930,"55,353원",900577,"5,000원",13,16,25,36,37,38,19
243,2007.07.28,4,"2,408,850,000원",29,"55,375,863원",1089,"1,474,656원",54055,"59,418원",918683,"5,000원",2,12,17,19,28,42,34
242,2007.07.21,8,"1,234,542,375원",36,"45,723,792원",1245,"1,322,134원",60644,"54,286원",975863,"5,000원",4,19,20,21,32,34,43
241,2007.07.14,4,"2,552,016,300원",34,"50,039,536원",967,"1,759,405원",53783,"63,267원",922001,"5,000원",2,16,24,27,28,35,21
240,2007.07.07,2,"5,098,251,450원",28,"60,693,470원",1084,"1,567,728원",57376,"59,238원",961510,"5,000원",6,10,16,40,41,43,21
239,2007.06.30,9,"1,134,140,167원",29,"58,662,423원",1083,"1,570,832원",55850,"60,921원",927236,"5,000원",11,15,24,39,41,44,7
238,2007.06.23,9,"1,121,660,567원",29,"58,016,926원",1066,"1,578,322원",54591,"61,640원",930266,"5,000원",2,4,15,28,31,34,35
237,2007.06.16,7,"1,440,630,729원",39,"43,095,792원",1098,"1,530,725원",57338,"58,626원",974357,"5,000원",1,11,17,21,24,44,33
236,2007.06.09,2,"5,030,040,150원",41,"40,894,636원",1046,"1,602,945원",54480,"61,553원",940827,"5,000원",1,4,8,13,37,39,7
235,2007.06.02,3,"3,433,330,100원",29,"59,195,347원",1178,"1,457,271원",59548,"57,657원",901409,"5,000원",21,22,26,27,31,37,8
234,2007.05.26,4,"2,519,743,875원",23,"73,036,055원",1049,"1,601,363원",54926,"61,167원",921750,"5,000원",13,21,22,24,26,37,4
233,2007.05.19,10,"999,153,750원",26,"64,048,318원",1274,"1,307,109원",62535,"53,259원",1021168,"5,000원",4,6,13,17,28,40,39
232,2007.05.12,9,"1,110,918,400원",18,"92,576,534원",1268,"1,314,178원",65000,"51,274원",1023708,"5,000원",8,9,10,12,24,44,35
231,2007.05.05,9,"1,088,365,900원",19,"85,923,624원",1267,"1,288,516원",59311,"55,051원",970465,"5,000원",5,10,19,31,44,45,27
230,2007.04.28,8,"1,292,929,163원",25,"68,956,222원",1037,"1,662,397원",56346,"61,190원",971324,"5,000원",5,11,14,29,32,33,12
229,2007.04.21,7,"1,451,441,100원",27,"62,716,591원",1312,"1,290,662원",67524,"50,156원",1089603,"5,000원",4,5,9,11,23,38,35
228,2007.04.14,9,"1,146,700,334원",39,"44,103,859원",1338,"1,285,539원",66002,"52,122원",1036309,"5,000원",17,25,35,36,39,44,23
227,2007.04.07,2,"5,253,542,400원",24,"72,965,867원",1103,"1,587,653원",56663,"61,811원",942116,"5,000원",4,5,15,16,22,42,2
226,2007.03.31,6,"1,744,100,150원",38,"45,897,373원",1305,"1,336,476원",64076,"54,439원",1026364,"5,000원",2,6,8,14,21,22,34
225,2007.03.24,6,"1,777,201,800원",41,"43,346,386원",1287,"1,380,888원",65281,"54,448원",1080798,"5,000원",5,11,13,19,31,36,7
224,2007.03.17,6,"1,808,969,950원",26,"69,575,768원",1158,"1,562,151원",60549,"59,753원",1025571,"5,000원",4,19,26,27,30,42,7
223,2007.03.10,7,"1,498,170,600원",39,"44,817,070원",1416,"1,234,369원",67509,"51,782원",1107956,"5,000원",1,3,18,20,26,27,38
222,2007.03.03,5,"2,275,193,820원",33,"57,454,390원",1105,"1,715,833원",57093,"66,418원",981530,"5,000원",5,7,28,29,39,43,44
221,2007.02.24,6,"1,800,104,250원",44,"40,911,461원",1608,"1,119,468원",75459,"47,711원",1167205,"5,000원",2,20,33,35,37,40,10
220,2007.02.17,6,"1,958,094,950원",28,"69,931,963원",1317,"1,486,785원",67271,"58,216원",1122150,"5,000원",5,11,19,21,34,43,31
219,2007.02.10,9,"1,208,409,167원",41,"44,210,092원",1292,"1,402,952원",63889,"56,743원",1065147,"5,000원",4,11,20,26,35,37,16
218,2007.02.03,4,"2,779,075,800원",26,"71,258,354원",1203,"1,540,081원",60492,"61,255원",996397,"5,000원",1,8,14,18,29,44,20
217,2007.01.27,7,"1,611,246,172원",29,"64,820,249원",1206,"1,558,696원",64156,"58,601원",1066490,"5,000원",16,20,27,33,35,39,38
216,2007.01.20,13,"848,506,108원",63,"29,181,427원",2612,"703,840원",79174,"46,441원",1157342,"5,000원",7,16,17,33,36,40,1
215,2007.01.13,7,"1,587,689,615원",32,"57,884,518원",1248,"1,484,219원",65898,"56,218원",1062967,"5,000원",2,3,7,15,43,44,4
214,2007.01.06,8,"1,406,980,875원",36,"52,110,403원",1433,"1,309,124원",70219,"53,433원",1167625,"5,000원",5,7,20,25,28,37,32
213,2006.12.30,8,"1,376,678,025원",33,"55,623,355원",1977,"928,463원",95451,"38,462원",1203368,"5,000원",2,3,4,5,20,24,42
212,2006.12.23,4,"2,660,747,250원",36,"49,273,098원",1228,"1,444,489원",64059,"55,382원",1066249,"5,000원",11,12,18,21,31,38,8
211,2006.12.16,10,"1,035,800,250원",29,"59,528,750원",1308,"1,319,828원",64785,"53,295원",1080600,"5,000원",12,13,17,20,33,41,8
210,2006.12.09,2,"5,139,085,950원",46,"37,239,754원",1298,"1,319,745원",64325,"53,262원",1049739,"5,000원",10,19,22,23,25,37,39
209,2006.12.02,6,"1,660,896,350원",34,"48,849,893원",1358,"1,223,046원",65973,"50,351원",1053545,"5,000원",2,7,18,20,24,33,37
208,2006.11.25,6,"1,760,767,400원",34,"51,787,277원",1224,"1,438,536원",64277,"54,787원",1030103,"5,000원",14,25,31,34,40,44,24
207,2006.11.18,5,"2,104,673,760원",37,"47,402,563원",1203,"1,457,935원",60871,"57,627원",1020444,"5,000원",3,11,14,31,32,37,38
206,2006.11.11,5,"2,032,859,340원",36,"47,056,930원",1549,"1,093,641원",66445,"50,992원",1044599,"5,000원",1,2,3,15,20,25,43
205,2006.11.04,6,"1,835,221,800원",21,"87,391,515원",1098,"1,671,423원",56067,"65,466원",962608,"5,000원",1,3,21,29,35,37,30
204,2006.10.28,8,"1,358,347,125원",23,"78,744,761원",1180,"1,534,856원",57646,"62,837원",985516,"5,000원",3,12,14,35,40,45,5
203,2006.10.21,5,"2,164,564,740원",43,"41,948,930원",1328,"1,358,287원",66916,"53,913원",1095728,"5,000원",1,3,11,24,30,32,7
202,2006.10.14,6,"1,893,391,700원",40,"47,334,793원",1232,"1,536,844원",62532,"60,558원",1043620,"5,000원",12,14,27,33,39,44,17
201,2006.10.07,1,"9,719,465,400원",37,"43,781,376원",1347,"1,202,607원",61045,"53,073원",985655,"5,000원",3,11,24,38,39,44,26
200,2006.09.30,8,"1,344,616,613원",58,"30,910,727원",1387,"1,292,590원",66233,"54,137원",1078398,"5,000원",5,6,13,14,17,20,7
199,2006.09.23,2,"5,344,252,200원",23,"77,452,931원",1049,"1,698,206원",55426,"64,281원",939272,"5,000원",14,21,22,25,30,36,43
198,2006.09.16,6,"1,797,855,050원",25,"71,914,202원",1050,"1,712,243원",55693,"64,564원",965692,"5,000원",12,19,20,25,41,45,2
197,2006.09.09,6,"1,803,018,300원",42,"42,929,008원",1229,"1,467,062원",58551,"61,588원",993294,"5,000원",7,12,16,34,42,45,4
196,2006.09.02,15,"727,876,520원",27,"67,395,975원",1518,"1,198,743원",58079,"62,663원",937967,"5,000원",35,36,37,41,44,45,30
195,2006.08.26,11,"918,992,591원",66,"25,527,572원",1691,"996,346원",70324,"47,916원",1067833,"5,000원",7,10,19,22,35,40,31
194,2006.08.19,4,"2,650,567,875원",21,"84,145,012원",1072,"1,648,364원",53559,"65,985원",917061,"5,000원",15,20,23,26,39,44,28
193,2006.08.12,3,"3,404,449,700원",20,"85,111,243원",1135,"1,499,758원",58638,"58,059원",974398,"5,000원",6,14,18,26,36,39,13
192,2006.08.05,4,"2,445,348,375원",38,"42,900,849원",1098,"1,484,729원",55766,"58,467원",943042,"5,000원",4,8,11,18,37,45,33
191,2006.07.29,4,"2,577,114,675원",23,"74,698,977원",1145,"1,500,504원",59650,"57,606원",1017334,"5,000원",5,6,24,25,32,37,8
190,2006.07.22,6,"1,784,159,450원",33,"54,065,438원",1016,"1,756,063원",53791,"66,337원",918127,"5,000원",8,14,18,30,31,44,15
189,2006.07.15,3,"3,461,775,100원",33,"52,451,138원",1085,"1,595,289원",52193,"66,327원",903280,"5,000원",8,14,32,35,37,45,28
188,2006.07.08,3,"3,501,405,200원",33,"53,051,594원",1320,"1,326,290원",61227,"57,188원",1016219,"5,000원",19,24,27,30,31,34,36
187,2006.07.01,7,"1,544,733,900원",19,"94,852,082원",1253,"1,438,300원",59780,"60,295원",981217,"5,000원",1,2,8,18,29,38,42
186,2006.06.24,9,"1,187,882,600원",46,"38,735,303원",1169,"1,524,230원",58566,"60,849원",984795,"5,000원",4,10,14,19,21,45,9
185,2006.06.17,3,"3,522,485,800원",34,"51,801,262원",1228,"1,434,237원",65938,"53,422원",1055823,"5,000원",1,2,4,8,19,38,14
184,2006.06.10,6,"1,747,753,050원",31,"56,379,131원",1331,"1,313,113원",63344,"55,183원",1054829,"5,000원",1,2,6,16,20,33,41
183,2006.06.03,6,"1,777,221,500원",25,"71,088,860원",1294,"1,373,433원",67137,"52,944원",1039403,"5,000원",2,18,24,34,40,42,5
182,2006.05.27,3,"3,721,439,400원",44,"42,289,085원",1228,"1,515,245원",59004,"63,071원",1000820,"5,000원",13,15,27,29,34,40,35
181,2006.05.20,6,"1,941,763,300원",24,"80,906,805원",1233,"1,574,829원",60637,"64,046원",1028918,"5,000원",14,21,23,32,40,45,44
180,2006.05.13,2,"5,763,371,550원",35,"54,889,253원",1284,"1,496,203원",62876,"61,109원",1047300,"5,000원",2,15,20,21,29,34,22
179,2006.05.06,10,"1,081,093,920원",53,"33,996,665원",1540,"1,170,016원",69956,"51,514원",1125523,"5,000원",5,9,17,25,39,43,32
178,2006.04.29,5,"2,254,621,080원",44,"42,701,157원",1566,"1,199,778원",74612,"50,364원",1200574,"5,000원",1,5,11,12,18,23,9
177,2006.04.22,7,"1,693,285,500원",30,"65,849,992원",1260,"1,567,857원",64437,"61,316원",1097033,"5,000원",1,10,13,16,37,43,6
176,2006.04.15,5,"2,314,663,080원",40,"48,222,148원",1535,"1,256,604원",76689,"50,305원",1191081,"5,000원",4,17,30,32,33,34,15
175,2006.04.08,5,"2,371,132,620원",48,"41,165,497원",1347,"1,466,922원",67585,"58,473원",1137627,"5,000원",19,26,28,31,33,36,17
174,2006.04.01,7,"1,771,103,058원",26,"79,472,574원",1325,"1,559,462원",64999,"63,580원",1101483,"5,000원",13,14,18,22,35,39,16
173,2006.03.25,8,"1,487,736,788원",63,"31,486,493원",1448,"1,369,924원",78349,"50,637원",1261354,"5,000원",3,9,24,30,33,34,18
172,2006.03.18,11,"1,081,154,073원",19,"104,321,885원",1276,"1,553,383원",65456,"60,564원",1111595,"5,000원",4,19,21,24,26,41,35
171,2006.03.11,6,"1,961,339,700원",19,"103,228,406원",1381,"1,420,232원",71461,"54,893원",1113068,"5,000원",4,16,25,29,34,35,1
170,2006.03.04,6,"1,923,108,250원",27,"71,226,232원",1309,"1,469,144원",67030,"57,381원",1125608,"5,000원",2,11,13,15,31,42,10
169,2006.02.25,5,"2,482,888,380원",31,"66,744,312원",1171,"1,766,929원",62705,"65,994원",1069471,"5,000원",16,27,35,37,43,45,19
168,2006.02.18,5,"2,349,946,920원",54,"36,264,613원",1544,"1,268,322원",74504,"52,569원",1233043,"5,000원",3,10,31,40,42,43,30
167,2006.02.11,5,"2,491,222,920원",36,"57,667,198원",1313,"1,581,127원",64208,"64,666원",1122401,"5,000원",24,27,28,30,36,39,4
166,2006.02.04,11,"1,111,299,982원",28,"72,763,690원",1507,"1,351,947원",70751,"57,594원",1140980,"5,000원",9,12,27,36,39,45,14
165,2006.01.28,2,"6,767,426,700원",40,"56,395,223원",1535,"1,469,583원",78820,"57,240원",1297194,"5,000원",5,13,18,19,22,42,31
164,2006.01.21,3,"4,054,937,900원",39,"51,986,384원",1626,"1,246,906원",74835,"54,186원",1250274,"5,000원",6,9,10,11,39,41,27
163,2006.01.14,7,"1,629,726,515원",47,"40,454,205원",1390,"1,367,876원",66604,"57,095원",1099200,"5,000원",7,11,26,28,29,44,16
162,2006.01.07,5,"2,308,265,760원",33,"58,289,540원",1172,"1,641,259원",61205,"62,857원",1057899,"5,000원",1,5,21,25,38,41,24
161,2005.12.31,7,"1,996,876,272원",63,"33,275,487원",1381,"1,517,999원",66233,"63,303원",1116934,"5,000원",22,34,36,40,42,45,44
160,2005.12.24,2,"5,490,805,350원",32,"57,195,890원",1079,"1,696,264원",58680,"62,382원",1022787,"5,000원",3,7,8,34,39,41,1
159,2005.12.17,6,"1,755,407,300원",24,"73,141,971원",1071,"1,639,036원",54933,"63,911원",920378,"5,000원",1,18,30,41,42,43,32
158,2005.12.10,10,"1,069,544,340원",45,"39,612,754원",1516,"1,175,841원",67910,"52,499원",1071741,"5,000원",4,9,13,18,21,34,7
157,2005.12.03,2,"5,484,903,750원",28,"65,296,474원",1155,"1,582,945원",61650,"59,313원",1028734,"5,000원",19,26,30,33,35,39,37
156,2005.11.26,8,"1,401,099,900원",30,"62,271,107원",1230,"1,518,808원",59506,"62,789원",998192,"5,000원",5,18,28,30,42,45,2
155,2005.11.19,9,"1,193,005,734원",37,"48,365,098원",1287,"1,390,450원",62882,"56,917원",1035003,"5,000원",16,19,20,32,33,41,4
154,2005.11.12,4,"2,836,628,700원",32,"59,096,432원",1189,"1,590,485원",60181,"62,847원",1020067,"5,000원",6,19,21,35,40,45,20
153,2005.11.05,4,"2,730,526,125원",52,"35,006,746원",1446,"1,258,888원",71562,"50,875원",1137072,"5,000원",3,8,11,12,13,36,33
152,2005.10.29,5,"2,278,131,840원",30,"63,281,440원",1184,"1,603,415원",60282,"62,986원",1021147,"5,000원",1,5,13,26,29,34,43
151,2005.10.22,4,"2,716,634,025원",45,"40,246,430원",1491,"1,214,681원",68250,"53,073원",1113528,"5,000원",1,2,10,13,18,19,15
150,2005.10.15,4,"2,831,645,850원",46,"41,038,346원",1279,"1,475,969원",65200,"57,907원",1100850,"5,000원",2,18,25,28,37,39,16
149,2005.10.08,7,"1,639,052,143원",43,"44,470,407원",1171,"1,632,987원",60450,"63,267원",1016240,"5,000원",2,11,21,34,41,42,27
148,2005.10.01,5,"2,323,596,420원",35,"55,323,725원",1185,"1,634,035원",63358,"61,124원",1079664,"5,000원",21,25,33,34,35,36,17
147,2005.09.24,7,"1,700,040,215원",35,"56,668,008원",1215,"1,632,412원",62412,"63,558원",1067800,"5,000원",4,6,13,21,40,42,36
146,2005.09.17,2,"6,043,415,250원",34,"59,249,170원",1383,"1,456,596원",62524,"64,439원",1038812,"5,000원",2,19,27,35,41,42,25
145,2005.09.10,3,"3,797,838,200원",38,"49,971,556원",1217,"1,560,328원",63120,"60,169원",1093545,"5,000원",2,3,13,20,27,44,9
144,2005.09.03,8,"1,402,440,413원",38,"49,208,436원",1498,"1,248,279원",74181,"50,416원",1180411,"5,000원",4,15,17,26,36,37,43
143,2005.08.27,3,"3,954,584,700원",35,"56,494,068원",1182,"1,672,837원",57130,"69,221원",986951,"5,000원",26,27,28,42,43,45,8
142,2005.08.20,11,"1,018,265,564원",28,"66,672,150원",1326,"1,407,859원",64602,"57,795원",1067644,"5,000원",12,16,30,34,40,44,19
141,2005.08.13,6,"1,900,552,400원",29,"65,536,290원",1144,"1,661,323원",58203,"65,308원",1000591,"5,000원",8,12,29,31,42,43,2
140,2005.08.06,5,"2,109,462,840원",34,"51,702,521원",1310,"1,341,898원",64372,"54,617원",1082575,"5,000원",3,13,17,18,19,28,8
139,2005.07.30,7,"1,650,210,215원",28,"68,758,759원",1128,"1,706,778원",57271,"67,233원",986618,"5,000원",9,11,15,20,28,43,13
138,2005.07.23,5,"2,227,152,000원",32,"57,998,750원",1251,"1,483,582원",61230,"60,623원",1056925,"5,000원",10,11,27,28,37,39,19
137,2005.07.16,9,"1,270,403,467원",40,"47,640,130원",1578,"1,207,608원",72935,"52,255원",1186655,"5,000원",7,9,20,25,36,39,15
136,2005.07.09,6,"1,997,694,150원",26,"76,834,391원",1279,"1,561,919원",66993,"59,639원",1119075,"5,000원",2,16,30,36,41,42,11
135,2005.07.02,7,"1,717,293,515원",28,"71,553,897원",1424,"1,406,959원",66201,"60,529원",1099249,"5,000원",6,14,22,28,35,39,16
134,2005.06.25,5,"2,349,155,100원",50,"39,152,585원",1433,"1,366,106원",69698,"56,175원",1129299,"5,000원",3,12,20,23,31,35,43
133,2005.06.18,8,"1,450,242,600원",51,"37,914,840원",1466,"1,319,002원",76266,"50,709원",1221679,"5,000원",4,7,15,18,23,26,13
132,2005.06.11,4,"2,920,473,525원",34,"57,264,187원",1382,"1,408,816원",65277,"59,653원",1098225,"5,000원",3,17,23,34,41,45,43
131,2005.06.04,8,"1,451,214,488원",33,"58,634,929원",1645,"1,176,264원",73893,"52,372원",1153272,"5,000원",8,10,11,14,15,21,37
130,2005.05.28,4,"3,036,496,650원",30,"67,477,704원",1273,"1,590,206원",63587,"63,672원",1087239,"5,000원",7,19,24,27,42,45,31
129,2005.05.21,11,"1,093,629,655원",50,"40,099,754원",1473,"1,361,160원",71124,"56,381원",1145600,"5,000원",19,23,25,28,38,42,17
128,2005.05.14,6,"2,064,043,100원",23,"89,741,005원",1192,"1,731,580원",63294,"65,221원",1102953,"5,000원",12,30,34,36,37,45,39
127,2005.05.07,6,"1,965,939,150원",43,"45,719,516원",1279,"1,537,091원",67175,"58,532원",1143382,"5,000원",3,5,10,29,32,43,35
126,2005.04.30,9,"1,369,301,500원",35,"58,684,350원",1439,"1,427,347원",71370,"57,558원",1166992,"5,000원",7,20,22,27,40,43,1
125,2005.04.23,7,"1,754,870,786원",36,"56,870,813원",1444,"1,417,832원",74261,"55,140원",1220272,"5,000원",2,8,32,33,35,36,18
124,2005.04.16,9,"1,395,936,267원",37,"56,592,011원",1540,"1,359,679원",75040,"55,808원",1230275,"5,000원",4,16,23,25,29,42,1
123,2005.04.09,5,"2,532,982,680원",38,"55,547,866원",1477,"1,429,126원",72742,"58,036원",1188107,"5,000원",7,17,18,28,30,45,27
122,2005.04.02,9,"1,450,073,800원",38,"57,239,756원",1403,"1,550,329원",72518,"59,989원",1266949,"5,000원",1,11,16,17,36,40,8
121,2005.03.26,2,"6,839,648,100원",31,"73,544,604원",1342,"1,698,870원",67464,"67,589원",1153689,"5,000원",12,28,30,34,38,43,9
120,2005.03.19,3,"4,364,530,300원",31,"70,395,650원",1605,"1,359,667원",80400,"54,286원",1377368,"5,000원",4,6,10,11,32,37,30
119,2005.03.12,9,"1,474,899,400원",49,"45,149,982원",1936,"1,142,743원",85327,"51,856원",1355365,"5,000원",3,11,13,14,17,21,38
118,2005.03.05,10,"1,297,989,720원",41,"52,763,810원",1671,"1,294,624원",83233,"51,983원",1390561,"5,000원",3,4,10,17,19,22,38
117,2005.02.26,9,"1,558,378,334원",50,"46,751,350원",1642,"1,423,610원",78361,"59,662원",1267826,"5,000원",5,10,22,34,36,44,35
116,2005.02.19,7,"1,997,747,315원",56,"41,619,736원",1735,"1,343,346원",91897,"50,725원",1499198,"5,000원",2,4,25,31,34,37,17
115,2005.02.12,9,"1,488,589,567원",34,"65,673,070원",1990,"1,122,053원",91627,"48,739원",1447287,"5,000원",1,2,6,9,25,28,31
114,2005.02.05,6,"2,362,345,050원",41,"57,618,172원",1491,"1,584,404원",78504,"60,185원",1283250,"5,000원",11,14,19,26,28,41,2
113,2005.01.29,9,"1,561,528,934원",43,"54,471,940원",1479,"1,583,701원",72711,"64,428원",1241238,"5,000원",4,9,28,33,36,45,26
112,2005.01.22,9,"1,567,271,167원",32,"73,465,836원",1370,"1,715,991원",70247,"66,933원",1227387,"5,000원",26,29,30,33,41,42,43
111,2005.01.15,6,"2,199,047,450원",51,"43,118,578원",1734,"1,268,194원",86863,"50,633원",1389605,"5,000원",7,18,31,33,36,40,27
110,2005.01.08,3,"4,566,262,000원",38,"60,082,395원",1392,"1,640,181원",73674,"61,980원",1196287,"5,000원",7,20,22,23,29,43,1
109,2005.01.01,12,"1,246,838,200원",31,"80,441,175원",1493,"1,670,246원",73179,"68,153원",1271057,"5,000원",1,5,34,36,42,44,33
108,2004.12.25,7,"1,998,900,772원",41,"56,879,291원",1462,"1,595,111원",70827,"65,853원",1223421,"5,000원",7,18,22,23,29,44,12
107,2004.12.18,2,"6,679,927,800원",35,"63,618,360원",2181,"1,020,928원",91651,"48,590원",1301235,"5,000원",1,4,5,6,9,31,17
106,2004.12.11,16,"810,461,157원",40,"54,030,744원",2056,"1,051,182원",93551,"46,205원",1415989,"5,000원",4,10,12,22,24,33,29
105,2004.12.04,4,"3,416,781,450원",26,"87,609,781원",1331,"1,711,386원",69127,"65,904원",1192263,"5,000원",8,10,20,34,41,45,28
104,2004.11.27,2,"6,610,743,750원",23,"95,807,881원",1293,"1,704,240원",71824,"61,361원",1246208,"5,000원",17,32,33,34,42,44,35
103,2004.11.20,8,"1,691,589,563원",38,"59,354,020원",1583,"1,424,797원",75587,"59,679원",1231156,"5,000원",5,14,15,27,30,45,10
102,2004.11.13,9,"1,457,153,067원",24,"91,072,067원",1352,"1,616,664원",75476,"57,919원",1322337,"5,000원",17,22,24,26,35,40,42
101,2004.11.06,5,"2,707,297,500원",38,"59,370,560원",1405,"1,605,752원",73210,"61,634원",1246344,"5,000원",1,3,17,32,35,45,8
100,2004.10.30,4,"3,315,315,525원",36,"61,394,732원",1544,"1,431,484원",76899,"57,484원",1235777,"5,000원",1,7,11,23,37,42,6
99,2004.10.23,6,"2,169,219,050원",40,"54,230,477원",1581,"1,372,056원",77203,"56,196원",1282311,"5,000원",1,3,10,27,29,37,11
98,2004.10.16,4,"3,177,972,300원",45,"47,081,072원",1880,"1,126,941원",87818,"48,251원",1385812,"5,000원",6,9,16,23,24,32,43
97,2004.10.09,9,"1,496,214,000원",46,"48,789,587원",1543,"1,454,518원",77227,"58,123원",1282678,"5,000원",6,7,14,15,20,36,3
96,2004.10.02,7,"1,847,133,515원",38,"56,710,240원",1197,"1,800,326원",65301,"66,002원",1111779,"5,000원",1,3,8,21,22,31,20
95,2004.09.25,8,"1,747,741,238원",48,"48,548,368원",1728,"1,348,566원",82432,"56,540원",1347106,"5,000원",8,17,27,31,34,43,14
94,2004.09.18,6,"2,245,339,950원",38,"59,087,894원",1353,"1,659,527원",71106,"63,155원",1223793,"5,000원",5,32,34,40,41,45,6
93,2004.09.11,6,"2,269,178,150원",26,"87,276,083원",1462,"1,552,106원",68597,"66,160원",1185275,"5,000원",6,22,24,36,38,44,19
92,2004.09.04,11,"1,233,270,846원",50,"45,219,931원",1623,"1,393,098원",79319,"57,011원",1307607,"5,000원",3,14,24,33,35,36,17
91,2004.08.28,4,"3,582,902,400원",32,"74,643,800원",1205,"1,982,242원",64183,"74,431원",1128902,"5,000원",1,21,24,26,29,42,27
